Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,ML_Selected,Significant,Validated
LGALSL,-0.17117047160243418,-0.03404138768115942,-1.679330241231033,0.09422376131625691,0.23170261400057224,-4.818937259687104,FALSE,FALSE,FALSE
ZNF710,0.24545366801893198,0.038186804347826085,1.6788332821498737,0.09432082420502769,0.23189588187161297,-4.819730262482292,FALSE,FALSE,FALSE
PTCH1,0.27284894185260367,0.06712682608695653,1.6781552588840027,0.09445329690289363,0.23217611509646285,-4.820811652168472,FALSE,FALSE,FALSE
CHRDL1,-0.4330419854631508,-0.11638027898550725,-1.6779151213385162,0.0945002976866319,0.23224270563708935,-4.8211946408054,FALSE,FALSE,FALSE
FHIP2A,-0.09649458384043282,-0.015690228260869566,-1.6777515838496362,0.09453202370715802,0.23224270563708935,-4.82145485146923,FALSE,FALSE,FALSE
LRRC42,0.12655273766058137,0.010590992753623187,1.6776917320763167,0.0945437268571194,0.23224270563708935,-4.821550255542675,FALSE,FALSE,FALSE
ZNF395,0.7299033482082486,0.13000797826086957,1.6776385446466686,0.09455437330493795,0.23224270563708935,-4.8216355191844205,FALSE,FALSE,FALSE
FAM89A,0.538586398242056,0.07871327536231884,1.6772890185393614,0.0946227474849406,0.23236519018597968,-4.822192581162587,FALSE,FALSE,FALSE
CEP112,0.15880400946585543,0.05057282608695653,1.6768683652715162,0.09470484288539811,0.2325120605958949,-4.822862368841527,FALSE,FALSE,FALSE
CYTH3,0.4179677860040573,0.07750682246376812,1.67679430423552,0.0947195914262506,0.2325120605958949,-4.822980844585893,FALSE,FALSE,FALSE
UFSP2,-0.2866623465179178,-0.06687792391304348,-1.6766853420411336,0.09474083981039337,0.23251876166131727,-4.823154249184624,FALSE,FALSE,FALSE
METTL16,0.2818948995943207,0.06581696739130434,1.6762089667799986,0.09483423158089171,0.23270248421529732,-4.823913117951273,FALSE,FALSE,FALSE
RIC8A,-0.47476938032454385,-0.01682433695652174,-1.6759449700047213,0.09488604104198603,0.23278412100882698,-4.824333618276856,FALSE,FALSE,FALSE
OSTC,-0.23314453008789748,-0.0648141956521739,-1.6757366611749696,0.09492669805398692,0.2328383709251533,-4.824664902110483,FALSE,FALSE,FALSE
ZNF135,0.1379343120351588,-0.019770235507246374,1.6755578793585821,0.09496173433800022,0.2328788156929552,-4.824949452387001,FALSE,FALSE,FALSE
ATG9B,-0.1496172275185938,-0.06420842391304347,-1.6751311494951657,0.09504550623021456,0.233038737790778,-4.825628718825598,FALSE,FALSE,FALSE
SH3GL3,0.9093153367139969,0.026373536231884057,1.674473635105706,0.09517494582244013,0.23328125020765483,-4.826675493188946,FALSE,FALSE,FALSE
PDF,-0.34352988032454423,-0.07893572463768117,-1.6744399206680545,0.09518157413298946,0.23328125020765483,-4.8267291317427,FALSE,FALSE,FALSE
GTF3C1,1.6436490956727505,0.5115739818840579,1.673241372622245,0.09541745216002286,0.23381372547253063,-4.8286352951246485,FALSE,FALSE,FALSE
WDR3,-0.06591406862745093,-0.008612286231884059,-1.672164521684744,0.09562953532556935,0.23428769669226318,-4.830346300268085,FALSE,FALSE,FALSE
GTF2B,-0.26972413049357696,-0.07684363043478261,-1.6712734987090725,0.09580562906364087,0.23467332784297207,-4.831761847669334,FALSE,FALSE,FALSE
POLR1H,-0.2958291379310349,0.03015618840579709,-1.6709246166186695,0.09587470938712958,0.2346982909850033,-4.832316020287662,FALSE,FALSE,FALSE
HMBS,0.26176192427315775,-0.034695050724637674,1.6708839393728734,0.09588264801883525,0.2346982909850033,-4.8323803997258565,FALSE,FALSE,FALSE
FILIP1L,0.18618476301555126,0.020795409420289852,1.6708750171878177,0.09588429451490504,0.2346982909850033,-4.832394339454099,FALSE,FALSE,FALSE
