RF_None-R1_Baseline,RF_Balanced-R1_Baseline,RF_BalancedSub-R1_Baseline,BRF_None-R1_Baseline,BRF_Balanced-R1_Baseline,BRF_BalancedSub-R1_Baseline,SVC_Balanced-R1_Baseline,HGB_Balanced-R1_Baseline,EEC-R1_Baseline,RBC-R1_Baseline,BBC-R1_Baseline,CC_RF-R2_FR,CNN_RF-R2_FR,ENN_RF-R2_FR,RENN_RF-R2_FR,AllKNN_RF-R2_FR,NearMiss_RF-R2_FR,NCR_RF-R2_FR,OSS_RF-R2_FR,RUS_RF-R2_FR,Tomek_RF-R2_FR,ROS_RF-R2_FR,SMOTE_RF-R2_FR,BorderlineSMOTE_RF-R2_FR,KMeansSMOTE_RF-R2_FR,SMOTEENN_RF-R2_FR,SMOTETomek_RF-R2_FR,CC_RF-R3_Resampl,CNN_RF-R3_Resampl,ENN_RF-R3_Resampl,RENN_RF-R3_Resampl,AllKNN_RF-R3_Resampl,NearMiss_RF-R3_Resampl,NCR_RF-R3_Resampl,OSS_RF-R3_Resampl,RUS_RF-R3_Resampl,Tomek_RF-R3_Resampl,ROS_RF-R3_Resampl,SMOTE_RF-R3_Resampl,BorderlineSMOTE_RF-R3_Resampl,KMeansSMOTE_RF-R3_Resampl,SMOTEENN_RF-R3_Resampl,SMOTETomek_RF-R3_Resampl
0.4503968253968254,0.6628019323671498,0.3150387596899224,0.3998397435897436,0.3107323232323232,0.3107323232323232,0.4243055555555556,0.2855902777777778,0.392497947454844,0.3221153846153846,0.3270334928229664,0.4412878787878788,0.3720588235294118,0.1159420289855072,0.1159420289855072,0.3412698412698412,0.4252076048951049,0.3688271604938271,0.3339920948616601,0.400297619047619,0.6553945249597424,0.6106060606060606,0.4020021645021645,0.3747368421052631,0.369047619047619,0.4772727272727273,0.3738251879699248,0.356264057579847,0.3951532701532702,0.0289855072463768,0.0289855072463768,0.2857142857142857,0.3704948512585812,0.4197916666666667,0.2599489795918367,0.3841112531969309,0.2526570048309178,0.4197172619047619,0.282317145220371,0.3517352579852579,0.4290786827551534,0.2146773182957393,0.3723484848484848
0.3283720930232558,0.373015873015873,0.3987127371273712,0.3306489262371616,0.3298793859649122,0.3298793859649122,0.4243055555555556,0.2855902777777778,0.3016666666666666,0.3578869047619047,0.3068954248366013,0.4085648148148148,0.3089258603238866,0.1159420289855072,0.1159420289855072,0.3301587301587301,0.3461328976034858,0.4085297418630751,0.313953488372093,0.4424480318443167,0.3550724637681159,0.525924597481269,0.3416068580542264,0.3724259974259973,0.3040223665223664,0.4090418353576248,0.3023378759398496,0.4101190476190476,0.3617117117117117,0.0289855072463768,0.0289855072463768,0.3912815126050419,0.4166170516789712,0.5827380952380953,0.7077922077922078,0.3751488095238095,0.2587040618955512,0.4005467571644042,0.3390151515151515,0.4199365601503759,0.4696969696969696,0.281060606060606,0.3833333333333333
0.3632478632478632,0.5067698259187621,0.4893617021276595,0.3922101449275362,0.3333333333333333,0.3333333333333333,0.4243055555555556,0.2855902777777778,0.34375,0.293463693957115,0.2135458839406208,0.4502995642701525,0.3039044289044289,0.1159420289855072,0.1159420289855072,0.3185111989459815,0.3761904761904762,0.3752052545155993,0.4907407407407407,0.3838095238095238,0.4872727272727273,0.455530918945553,0.3826923076923076,0.3740079365079365,0.635547201336675,0.1043301365882011,0.3824786324786324,0.3717845288585654,0.3720238095238095,0.0289855072463768,0.0289855072463768,0.2532051282051282,0.386025641025641,0.463187959818902,0.2613871635610766,0.4270355731225296,0.275,0.4730656770130453,0.3914930555555556,0.3689393939393939,0.4899350649350649,0.1984375,0.3732142857142857
0.2777777777777778,0.3465045592705167,0.4568452380952381,0.3946715556249025,0.3164438502673796,0.3164438502673796,0.4243055555555556,0.2855902777777778,0.3863095238095237,0.4032805429864253,0.3655357142857143,0.4316812865497076,0.451965811965812,0.1159420289855072,0.1159420289855072,0.3306315433975008,0.4821428571428571,0.4068627450980392,0.6727456940222898,0.3917948717948718,0.3178524374176548,0.403828197945845,0.4202488687782805,0.3447368421052632,0.3982456140350877,0.3446859903381642,0.3688556067588325,0.3292483660130719,0.4226190476190475,0.0289855072463768,0.0289855072463768,0.305,0.3278571428571428,0.3991319444444444,0.26875,0.38003663003663,0.2640232108317214,0.4731601731601731,0.3952048768225239,0.3844057125307125,0.4682900432900433,0.0884712837837837,0.4018099547511312
0.3233127026230474,0.4944444444444444,0.5108695652173914,0.42252886002886,0.3788194444444445,0.3788194444444445,0.4243055555555556,0.2855902777777778,0.4569444444444444,0.3444444444444444,0.3280017498990443,0.4733177361853832,0.3619963369963369,0.1159420289855072,0.1159420289855072,0.3261183261183261,0.4539010496671787,0.3553639846743295,0.5643274853801169,0.3227124183006536,0.5217391304347826,0.3032738095238095,0.3888474190283401,0.3669191919191918,0.3252923976608187,0.1890756302521008,0.4152741556392672,0.3115162514436561,0.4136904761904761,0.0289855072463768,0.0289855072463768,0.3854166666666667,0.457177033492823,0.5511350059737157,0.2719861660079051,0.3080886504799548,0.2753868471953578,0.3310102301790281,0.3835777126099706,0.471125730994152,0.3994461420932009,0.2438364055299539,0.4018083526514054
0.3708827404479578,0.6805555555555555,0.3868794326241134,0.4618055555555556,0.3439126662810873,0.3439126662810873,0.4243055555555556,0.2855902777777778,0.4300141595868732,0.4001344086021505,0.3569004524886877,0.436379043450411,0.4405281467425679,0.1159420289855072,0.1159420289855072,0.3267770876466528,0.396492013733393,0.3592436974789916,0.6628019323671498,0.356798418972332,0.6694573643410853,0.3735959563543004,0.4039900888585099,0.4179617117117117,0.423745696799694,0.3144863266814486,0.3543688049699847,0.3758417508417508,0.2970328282828283,0.0289855072463768,0.0289855072463768,0.594047619047619,0.4323369565217391,0.4229166666666666,0.2362790697674418,0.2448863636363636,0.2678571428571428,0.5153401008664167,0.2924641148325358,0.3248798076923077,0.4695934547908231,0.2738095238095238,0.3727488482479408
0.5442754919499105,0.5131205673758865,0.4700595438714751,0.3965460526315789,0.2691804927099045,0.2691804927099045,0.4243055555555556,0.2855902777777778,0.4807291666666666,0.3930871212121212,0.2486197377501725,0.3899749373433583,0.3906682027649769,0.1159420289855072,0.1159420289855072,0.3888888888888888,0.3860294117647058,0.3688271604938271,0.6628019323671498,0.323875777000777,0.3361240310077519,0.4894894894894894,0.3885918003565062,0.3264423076923077,0.3447214076246334,0.3549382716049382,0.3671049064787205,0.3331646423751687,0.2865315315315315,0.0289855072463768,0.0289855072463768,0.5479166666666666,0.4230769230769231,0.4660714285714286,0.25,0.3568948412698413,0.4021739130434782,0.4760037112010796,0.4083333333333333,0.3709415584415584,0.321031746031746,0.2398841698841698,0.3380681818181818
0.4806201550387596,0.6601104209799862,0.3562477622627999,0.3143020594965675,0.2830463015245624,0.2830463015245624,0.4243055555555556,0.2855902777777778,0.3860294117647058,0.3561484593837535,0.3253676470588235,0.3589972527472527,0.3905462184873949,0.1159420289855072,0.1159420289855072,0.3351608187134502,0.3186507936507936,0.3821289821289821,0.5016937669376693,0.5216833890746935,0.3439613526570048,0.4192861179948697,0.2861227824463118,0.3722222222222222,0.3309523809523809,0.1878151260504201,0.3792008757525998,0.4444940476190476,0.3763888888888889,0.0289855072463768,0.0289855072463768,0.3767948717948718,0.3745822890559732,0.4713541666666666,0.3548881673881674,0.3503205128205128,0.2420930232558139,0.3180555555555555,0.3839023109243697,0.4571371610845295,0.3911654135338346,0.093116554054054,0.3951465201465202
0.3809523809523809,0.3412384716732542,0.3405797101449275,0.3229166666666666,0.4060800310800311,0.4060800310800311,0.4243055555555556,0.2855902777777778,0.4317129629629629,0.4052579365079365,0.358322559793148,0.4367997198879552,0.4639423076923077,0.1159420289855072,0.1159420289855072,0.3427536231884058,0.4411764705882353,0.3413344918721262,0.3562477622627999,0.3836397058823529,0.5041666666666667,0.4156759906759907,0.3203125,0.3893939393939394,0.3721283783783783,0.48338081671415,0.338597670250896,0.4066632097485091,0.444078947368421,0.0289855072463768,0.0289855072463768,0.4309684684684685,0.3618983957219251,0.4357226107226107,0.3723404255319149,0.3617559523809524,0.2717391304347826,0.4811507936507936,0.375,0.3581932773109244,0.4175480769230769,0.2577380952380952,0.2867063492063492
0.3461538461538461,0.3217054263565891,0.3076663289429246,0.2916666666666666,0.4442892717727824,0.4442892717727824,0.4243055555555556,0.2855902777777778,0.3355095990965556,0.35875,0.4204545454545454,0.4123434095860566,0.4337301587301587,0.1159420289855072,0.1159420289855072,0.3306315433975008,0.5092826354679802,0.4309764309764309,0.5326086956521738,0.414624183006536,0.6380952380952382,0.4322368421052631,0.3734243697478991,0.4033783783783784,0.3044105017789228,0.4878129117259552,0.3888888888888889,0.3085227272727273,0.4768018018018017,0.0289855072463768,0.0289855072463768,0.3498931623931623,0.3583794677544677,0.465058651026393,0.5281620553359684,0.3395854833161335,0.2548469387755102,0.3954613095238095,0.3738095238095238,0.4097222222222222,0.4414445203918888,0.302394916911046,0.3747373949579832
